profile,run,drop_ns,input_nodes,iterations,lower_ns,native,output_counts,round,source,variant
debug,0,254124,343,15,5048249,True,"[265, 89, 14, 13]",22,lib/tests/core/fact.zy,recursive
debug,0,260708,343,15,4948043,True,"[265, 89, 14, 13]",22,lib/tests/core/fact.zy,original
debug,0,265375,343,15,4723834,True,"[265, 89, 14, 13]",22,lib/tests/core/fact.zy,jobs
debug,0,259957,343,15,5130498,True,"[265, 89, 14, 13]",23,lib/tests/core/fact.zy,recursive
debug,0,268792,343,15,4878294,True,"[265, 89, 14, 13]",23,lib/tests/core/fact.zy,original
debug,0,259167,343,15,4725791,True,"[265, 89, 14, 13]",23,lib/tests/core/fact.zy,jobs
debug,0,260586,343,15,5291875,True,"[265, 89, 14, 13]",23,lib/tests/core/fact.zy,explicit
debug,0,260625,343,15,4911876,True,"[265, 89, 14, 13]",24,lib/tests/core/fact.zy,original
debug,0,257875,343,15,4821210,True,"[265, 89, 14, 13]",24,lib/tests/core/fact.zy,jobs
debug,0,259957,343,15,5263584,True,"[265, 89, 14, 13]",24,lib/tests/core/fact.zy,explicit
debug,0,257957,343,15,5126002,True,"[265, 89, 14, 13]",24,lib/tests/core/fact.zy,recursive
debug,0,261666,343,15,4727793,True,"[265, 89, 14, 13]",25,lib/tests/core/fact.zy,jobs
debug,0,257586,343,15,5222334,True,"[265, 89, 14, 13]",25,lib/tests/core/fact.zy,explicit
debug,0,298665,343,15,5102668,True,"[265, 89, 14, 13]",25,lib/tests/core/fact.zy,recursive
debug,0,259166,343,15,4872252,True,"[265, 89, 14, 13]",25,lib/tests/core/fact.zy,original
debug,0,257085,343,15,5257832,True,"[265, 89, 14, 13]",26,lib/tests/core/fact.zy,explicit
debug,0,252458,343,15,5066123,True,"[265, 89, 14, 13]",26,lib/tests/core/fact.zy,recursive
debug,0,258500,343,15,4869125,True,"[265, 89, 14, 13]",26,lib/tests/core/fact.zy,original
debug,0,275000,343,15,4890665,True,"[265, 89, 14, 13]",26,lib/tests/core/fact.zy,jobs
debug,0,277500,343,15,5267792,True,"[265, 89, 14, 13]",27,lib/tests/core/fact.zy,recursive
debug,0,311500,343,15,5399960,True,"[265, 89, 14, 13]",27,lib/tests/core/fact.zy,original
debug,0,284041,343,15,4852959,True,"[265, 89, 14, 13]",27,lib/tests/core/fact.zy,jobs
debug,0,346333,343,15,6176789,True,"[265, 89, 14, 13]",27,lib/tests/core/fact.zy,explicit
debug,0,346873,343,15,6480417,True,"[265, 89, 14, 13]",28,lib/tests/core/fact.zy,original
