profile,run,allocs,native,output_counts,peak_extra_bytes,reallocs,requested_bytes,round,source,variant
release,0,759,True,"[265, 89, 14, 13]",181481,6,301999,4,lib/tests/core/fact.zy,recursive
release,0,1377,True,"[265, 89, 14, 13]",175129,2,329606,4,lib/tests/core/fact.zy,original
release,0,1042,True,"[265, 89, 14, 13]",175489,2,297930,4,lib/tests/core/fact.zy,jobs
release,0,760,True,"[265, 89, 14, 13]",225001,9,388527,4,lib/tests/core/fact.zy,baseline
release,0,760,True,"[265, 89, 14, 13]",181993,6,302511,4,lib/tests/core/fact.zy,explicit
release,0,1377,True,"[265, 89, 14, 13]",175129,2,329606,5,lib/tests/core/fact.zy,original
release,0,1042,True,"[265, 89, 14, 13]",175489,2,297930,5,lib/tests/core/fact.zy,jobs
release,0,760,True,"[265, 89, 14, 13]",225001,9,388527,5,lib/tests/core/fact.zy,baseline
release,0,760,True,"[265, 89, 14, 13]",181993,6,302511,5,lib/tests/core/fact.zy,explicit
release,0,759,True,"[265, 89, 14, 13]",181481,6,301999,5,lib/tests/core/fact.zy,recursive
release,0,1042,True,"[265, 89, 14, 13]",175489,2,297930,6,lib/tests/core/fact.zy,jobs
release,0,760,True,"[265, 89, 14, 13]",225001,9,388527,6,lib/tests/core/fact.zy,baseline
release,0,760,True,"[265, 89, 14, 13]",181993,6,302511,6,lib/tests/core/fact.zy,explicit
release,0,759,True,"[265, 89, 14, 13]",181481,6,301999,6,lib/tests/core/fact.zy,recursive
release,0,1377,True,"[265, 89, 14, 13]",175129,2,329606,6,lib/tests/core/fact.zy,original
release,0,760,True,"[265, 89, 14, 13]",225001,9,388527,7,lib/tests/core/fact.zy,baseline
release,0,760,True,"[265, 89, 14, 13]",181993,6,302511,7,lib/tests/core/fact.zy,explicit
release,0,759,True,"[265, 89, 14, 13]",181481,6,301999,7,lib/tests/core/fact.zy,recursive
release,0,1377,True,"[265, 89, 14, 13]",175129,2,329606,7,lib/tests/core/fact.zy,original
release,0,1042,True,"[265, 89, 14, 13]",175489,2,297930,7,lib/tests/core/fact.zy,jobs
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,0,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,0,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,0,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,0,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,0,lib/tests/core/pattern-alias.zy,recursive
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,1,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,1,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,1,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,1,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,1,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,2,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,2,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,2,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,2,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,2,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,3,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,3,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,3,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,3,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,3,lib/tests/core/pattern-alias.zy,baseline
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,4,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,4,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,4,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,4,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,4,lib/tests/core/pattern-alias.zy,explicit
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,5,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,5,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,5,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,5,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,5,lib/tests/core/pattern-alias.zy,recursive
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,6,lib/tests/core/pattern-alias.zy,jobs
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,6,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,6,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,6,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,6,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,baseline
release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,explicit
release,0,10,False,"[2, 0, 0, 0]",2056,0,2060,7,lib/tests/core/pattern-alias.zy,recursive
release,0,12,False,"[2, 0, 0, 0]",1416,0,1532,7,lib/tests/core/pattern-alias.zy,original
release,0,11,False,"[2, 0, 0, 0]",1736,0,1852,7,lib/tests/core/pattern-alias.zy,jobs
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,0,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,0,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,0,lib/tests/core/pattern-alias.zy,recursive
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,1,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,1,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,1,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,2,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,2,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,2,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,3,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,3,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,3,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,baseline
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,4,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,4,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,4,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,explicit
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,5,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,5,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,5,lib/tests/core/pattern-alias.zy,recursive
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,6,lib/tests/core/pattern-alias.zy,jobs
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,6,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,6,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,baseline
release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,explicit
release,0,11,True,"[2, 0, 0, 1]",2464,0,2468,7,lib/tests/core/pattern-alias.zy,recursive
release,0,13,True,"[2, 0, 0, 1]",1824,0,1940,7,lib/tests/core/pattern-alias.zy,original
release,0,12,True,"[2, 0, 0, 1]",2144,0,2260,7,lib/tests/core/pattern-alias.zy,jobs
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,0,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,0,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,0,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,0,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,0,lib/tests/core/native-frames.zy,recursive
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,1,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,1,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,1,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,1,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,1,lib/tests/core/native-frames.zy,original
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,2,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,2,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,2,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,2,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,2,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,3,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,3,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,3,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,3,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,3,lib/tests/core/native-frames.zy,baseline
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,4,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,4,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,4,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,4,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,4,lib/tests/core/native-frames.zy,explicit
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,5,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,5,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,5,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,5,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,5,lib/tests/core/native-frames.zy,recursive
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,6,lib/tests/core/native-frames.zy,jobs
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,6,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,6,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,6,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,6,lib/tests/core/native-frames.zy,original
release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,7,lib/tests/core/native-frames.zy,baseline
release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,7,lib/tests/core/native-frames.zy,explicit
release,0,299,False,"[104, 26, 8, 0]",45362,4,79744,7,lib/tests/core/native-frames.zy,recursive
release,0,534,False,"[104, 26, 8, 0]",42070,1,89192,7,lib/tests/core/native-frames.zy,original
release,0,413,False,"[104, 26, 8, 0]",42390,1,77168,7,lib/tests/core/native-frames.zy,jobs
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,0,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,0,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,0,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,0,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,0,lib/tests/core/native-frames.zy,recursive
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,1,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,1,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,1,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,1,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,1,lib/tests/core/native-frames.zy,original
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,2,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,2,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,2,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,2,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,2,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,3,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,3,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,3,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,3,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,3,lib/tests/core/native-frames.zy,baseline
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,4,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,4,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,4,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,4,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,4,lib/tests/core/native-frames.zy,explicit
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,5,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,5,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,5,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,5,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,5,lib/tests/core/native-frames.zy,recursive
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,6,lib/tests/core/native-frames.zy,jobs
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,6,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,6,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,6,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,6,lib/tests/core/native-frames.zy,original
release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,7,lib/tests/core/native-frames.zy,baseline
release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,7,lib/tests/core/native-frames.zy,explicit
release,0,285,True,"[97, 25, 8, 9]",45241,4,79524,7,lib/tests/core/native-frames.zy,recursive
release,0,495,True,"[97, 25, 8, 9]",41949,1,87560,7,lib/tests/core/native-frames.zy,original
release,0,384,True,"[97, 25, 8, 9]",42269,1,76468,7,lib/tests/core/native-frames.zy,jobs
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,0,lib/tests/builtin/host-return.zy,original
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,0,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,0,lib/tests/builtin/host-return.zy,baseline
release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,0,lib/tests/builtin/host-return.zy,explicit
release,0,305,False,"[93, 26, 7, 0]",43506,3,76056,0,lib/tests/builtin/host-return.zy,recursive
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,1,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,1,lib/tests/builtin/host-return.zy,baseline
release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,1,lib/tests/builtin/host-return.zy,explicit
release,0,305,False,"[93, 26, 7, 0]",43506,3,76056,1,lib/tests/builtin/host-return.zy,recursive
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,1,lib/tests/builtin/host-return.zy,original
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,2,lib/tests/builtin/host-return.zy,baseline
release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,2,lib/tests/builtin/host-return.zy,explicit
release,0,305,False,"[93, 26, 7, 0]",43506,3,76056,2,lib/tests/builtin/host-return.zy,recursive
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,2,lib/tests/builtin/host-return.zy,original
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,2,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,3,lib/tests/builtin/host-return.zy,explicit
release,0,305,False,"[93, 26, 7, 0]",43506,3,76056,3,lib/tests/builtin/host-return.zy,recursive
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,3,lib/tests/builtin/host-return.zy,original
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,3,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,3,lib/tests/builtin/host-return.zy,baseline
release,0,305,False,"[93, 26, 7, 0]",43506,3,76056,4,lib/tests/builtin/host-return.zy,recursive
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,4,lib/tests/builtin/host-return.zy,original
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,4,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,4,lib/tests/builtin/host-return.zy,baseline
release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,4,lib/tests/builtin/host-return.zy,explicit
release,0,527,False,"[93, 26, 7, 0]",42506,2,89288,5,lib/tests/builtin/host-return.zy,original
release,0,416,False,"[93, 26, 7, 0]",42826,2,78544,5,lib/tests/builtin/host-return.zy,jobs
release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,5,lib/tests/builtin/host-return.zy,baseline
