experiment,profile,run,allocs,native,output_counts,peak_extra_bytes,reallocs,requested_bytes,round,source,variant
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,6,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,6,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,11,False,"[2, 0, 0, 0]",2568,0,2572,7,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,0,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,1,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,2,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,3,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,4,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,5,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,6,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,trim_always_inline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,baseline
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,trim
trim-always-inline,release,0,12,True,"[2, 0, 0, 1]",2976,0,2980,7,lib/tests/core/pattern-alias.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,0,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,0,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,0,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,0,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,1,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,1,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,1,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,1,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,2,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,2,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,2,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,2,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,3,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,3,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,3,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,3,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,4,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,4,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,4,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,4,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,5,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,5,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,5,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,5,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,6,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,6,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,6,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,6,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,7,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,7,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",45874,4,80256,7,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,300,False,"[104, 26, 8, 0]",67378,7,123264,7,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,0,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,0,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,0,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,0,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,1,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,1,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,1,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,1,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,2,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,2,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,2,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,2,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,3,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,3,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,3,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,3,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,4,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,4,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,4,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,4,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,5,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,5,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,5,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,5,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,6,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,6,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,6,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,6,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,7,lib/tests/core/native-frames.zy,trim_always_inline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,7,lib/tests/core/native-frames.zy,baseline
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",45753,4,80036,7,lib/tests/core/native-frames.zy,trim
trim-always-inline,release,0,286,True,"[97, 25, 8, 9]",54969,6,98468,7,lib/tests/core/native-frames.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,0,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,0,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,0,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,0,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,1,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,1,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,1,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,1,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,2,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,2,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,2,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,2,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,3,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,3,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,3,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,3,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,4,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,4,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,4,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,4,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,5,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,5,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,5,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,5,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,6,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,6,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,6,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,6,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,7,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,7,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",44018,3,76568,7,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,306,False,"[93, 26, 7, 0]",55538,7,99608,7,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,0,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,0,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,0,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,0,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,1,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,1,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,1,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,1,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,2,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,2,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,2,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,2,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,3,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,3,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,3,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,3,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,4,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,4,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,4,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,4,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,5,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,5,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,5,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,5,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,6,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,6,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,6,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,6,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,7,lib/tests/builtin/host-return.zy,trim_always_inline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,7,lib/tests/builtin/host-return.zy,baseline
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",46456,3,74715,7,lib/tests/builtin/host-return.zy,trim
trim-always-inline,release,0,247,True,"[66, 24, 7, 8]",57976,7,97755,7,lib/tests/builtin/host-return.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,0,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,0,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,0,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,0,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,1,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,1,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,1,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,1,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,2,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,2,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,2,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,2,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,3,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,3,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,3,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,3,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,4,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,4,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,4,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,4,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,5,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,5,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,5,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,5,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,6,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,6,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,6,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,6,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,7,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,7,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",339741,11,565046,7,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1516,False,"[525, 160, 38, 0]",431901,15,749366,7,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,0,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,0,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,0,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,0,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,1,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,1,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,1,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,1,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,2,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,2,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,2,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,2,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,3,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,3,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,3,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,3,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,4,lib/tests/builtin/host-runtime.zy,baseline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,4,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,4,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,4,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,5,lib/tests/builtin/host-runtime.zy,trim
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,5,lib/tests/builtin/host-runtime.zy,always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",196298,11,342414,5,lib/tests/builtin/host-runtime.zy,trim_always_inline
trim-always-inline,release,0,1194,True,"[383, 160, 38, 39]",242378,14,428430,5,lib/tests/builtin/host-runtime.zy,baseline
